gene,sexA,sexB,rank,type,statusA,statusB,lePathA,lePathB,exclu,pval,ncols,leA,leB,typePair
LRP2,2_0,3_37,3,alternative_end,can,can,70,70,TRUE,9.9e-26,38,173,44,No
LRP2,2_0,3_38,3,alternative_end,can,can,70,70,TRUE,1.8e-25,12,173,41,No
LRP2,2_0,3_39,3,alternative_end,can,can,70,70,TRUE,1.1e-24,37,173,40,No
LRP2,2_0,3_40,3,alternative_end,can,can,70,70,TRUE,1.5e-24,12,173,40,No
LRP2,2_0,3_7,3,alternative_end,can,no,70,0,TRUE,3.2e-24,12,173,20,UNREL
LRP2,2_0,3_9,3,alternative_end,can,no,70,0,TRUE,2.8e-28,83,173,95,UNREL
LRP2,2_0,4_3,3,alternative_end,can,can,70,70,TRUE,3.2e-05,32,173,96,No
LRP2,2_0,6_0,3,alternative_end,can,can,70,70,TRUE,2.2e-07,75,173,81,No
LRP2,2_0,7_0,3,alternative_end,can,no,70,0,TRUE,1.3e-06,63,173,70,UNREL
LRP2,2_0,7_0,1,deletion,no,can,0,1,FALSE,1.3e-06,63,173,70,UNREL
LRP2,2_0,7_1,3,alternative_end,can,no,70,0,TRUE,0.00013,42,173,43,UNREL
LRP2,2_0,7_2,3,alternative_end,can,no,70,0,TRUE,0.00025,41,173,42,UNREL
LRP2,2_0,7_3,3,alternative_end,can,can,70,70,TRUE,0.00024,46,173,78,No
LRP2,2_0,7_5,3,alternative_end,can,can,70,70,TRUE,0.00048,44,173,53,No
LRP2,2_0,7_7,3,alternative_end,can,can,70,70,TRUE,8.2e-05,44,173,58,No
LRP2,2_0,7_8,3,alternative_end,can,can,70,70,TRUE,1.4e-05,53,173,75,No
LRP2,2_0,8_0,3,alternative_end,can,no,70,0,TRUE,1.3e-05,32,173,75,UNREL
LRP2,2_0,8_2,3,alternative_end,can,no,70,0,TRUE,8.2e-07,23,173,65,UNREL
LRP2,2_0,8_3,3,alternative_end,can,can,70,70,TRUE,2.4e-05,63,173,63,No
LRP2,2_0,8_4,3,alternative_end,can,can,70,70,TRUE,1.3e-05,56,173,56,No
LRP2,31_0,3_23,3,alternative_end,no,can,0,70,TRUE,1.3e-23,5,26,82,UNREL
LRP2,31_0,3_24,3,alternative_end,no,can,0,70,TRUE,3e-24,6,26,43,UNREL
LRP2,31_0,3_37,3,alternative_end,no,can,0,70,TRUE,2.3e-23,5,26,44,UNREL
LRP2,31_0,3_40,3,alternative_end,no,can,0,70,TRUE,1.8e-23,5,26,40,UNREL
LRP2,32_0,3_14,3,alternative_end,can,no,70,0,TRUE,1.1e-23,6,31,38,UNREL
LRP2,32_0,3_15,3,alternative_end,can,no,70,0,TRUE,1.6e-23,6,31,40,UNREL
LRP2,32_0,3_2,3,alternative_end,can,no,70,0,TRUE,1.1e-23,27,31,40,UNREL
LRP2,32_0,3_23,3,alternative_end,can,can,70,70,TRUE,4e-23,28,31,82,No
LRP2,32_0,3_24,3,alternative_end,can,can,70,70,TRUE,7.4e-24,8,31,43,No
LRP2,32_0,3_33,3,alternative_end,can,can,70,70,TRUE,1.3e-23,15,31,22,No
LRP2,32_0,3_36,3,alternative_end,can,can,70,70,TRUE,1.5e-23,5,31,83,No
LRP2,32_0,3_39,3,alternative_end,can,can,70,70,TRUE,4.5e-23,24,31,40,No
LRP2,32_0,3_40,3,alternative_end,can,can,70,70,TRUE,9.7e-24,5,31,40,No
LRP2,32_0,3_7,3,alternative_end,can,no,70,0,TRUE,2.1e-23,15,31,20,UNREL
LRP2,34_0,3_14,3,alternative_end,can,no,70,0,TRUE,1.1e-23,6,24,38,UNREL
LRP2,34_0,3_15,3,alternative_end,can,no,70,0,TRUE,1.2e-23,21,24,40,UNREL
LRP2,34_0,3_2,3,alternative_end,can,no,70,0,TRUE,5.1e-24,10,24,40,UNREL
LRP2,34_0,3_24,3,alternative_end,can,can,70,70,TRUE,8.7e-24,23,24,43,No
LRP2,34_0,3_33,3,alternative_end,can,can,70,70,TRUE,1.1e-23,7,24,22,No
LRP2,34_0,3_35,3,alternative_end,can,can,70,70,TRUE,7.7e-24,12,24,67,No
LRP2,34_0,3_36,3,alternative_end,can,can,70,70,TRUE,1.3e-23,13,24,83,No
LRP2,34_0,3_37,3,alternative_end,can,can,70,70,TRUE,3.8e-23,9,24,44,No
LRP2,34_0,3_38,3,alternative_end,can,can,70,70,TRUE,2.1e-23,6,24,41,No
LRP2,34_0,3_39,3,alternative_end,can,can,70,70,TRUE,6e-23,9,24,40,No
LRP2,34_0,3_7,3,alternative_end,can,no,70,0,TRUE,1.8e-23,9,24,20,UNREL
LRP2,3_0,3_22,3,alternative_end,no,can,0,70,TRUE,8.5e-12,39,52,78,UNREL
LRP2,3_0,3_23,3,alternative_end,no,can,0,70,TRUE,6.6e-34,40,52,82,UNREL
LRP2,3_0,3_24,3,alternative_end,no,can,0,70,TRUE,2.4e-30,39,52,43,UNREL
LRP2,3_0,3_25,3,alternative_end,no,can,0,70,TRUE,6e-14,39,52,40,UNREL
LRP2,3_0,3_27,3,alternative_end,no,can,0,70,TRUE,3.8e-13,37,52,40,UNREL
LRP2,3_0,3_32,3,alternative_end,no,can,0,70,TRUE,5.8e-10,37,52,44,UNREL
LRP2,3_0,3_33,3,alternative_end,no,can,0,70,TRUE,7.9e-30,21,52,22,UNREL
LRP2,3_0,3_34,3,alternative_end,no,can,0,70,TRUE,4.4e-11,39,52,100,UNREL
LRP2,3_0,3_35,3,alternative_end,no,can,0,70,TRUE,2.4e-29,44,52,67,UNREL
LRP2,3_0,3_36,3,alternative_end,no,can,0,70,TRUE,6.5e-35,36,52,83,UNREL
LRP2,3_0,3_37,3,alternative_end,no,can,0,70,TRUE,1.6e-28,34,52,44,UNREL
LRP2,3_0,3_38,3,alternative_end,no,can,0,70,TRUE,4.7e-36,38,52,41,UNREL
LRP2,3_0,3_39,3,alternative_end,no,can,0,70,TRUE,3.2e-33,37,52,40,UNREL
LRP2,3_0,3_40,3,alternative_end,no,can,0,70,TRUE,1e-34,37,52,40,UNREL
LRP2,3_0,3_41,3,alternative_end,no,can,0,70,TRUE,3.3e-10,38,52,46,UNREL
LRP2,3_0,3_44,3,alternative_end,no,can,0,70,TRUE,6.6e-07,41,52,41,UNREL
LRP2,3_0,3_47,3,alternative_end,no,can,0,70,TRUE,2e-11,39,52,43,UNREL
LRP2,3_1,3_22,3,alternative_end,no,can,0,70,TRUE,6.1e-12,41,42,78,UNREL
LRP2,3_1,3_23,3,alternative_end,no,can,0,70,TRUE,2.9e-30,39,42,82,UNREL
LRP2,3_1,3_24,3,alternative_end,no,can,0,70,TRUE,5.5e-35,40,42,43,UNREL
LRP2,3_1,3_25,3,alternative_end,no,can,0,70,TRUE,1.7e-15,40,42,40,UNREL
LRP2,3_1,3_27,3,alternative_end,no,can,0,70,TRUE,4.8e-15,38,42,40,UNREL
LRP2,3_1,3_32,3,alternative_end,no,can,0,70,TRUE,5e-16,39,42,44,UNREL
LRP2,3_1,3_33,3,alternative_end,no,can,0,70,TRUE,7.7e-29,21,42,22,UNREL
LRP2,3_1,3_34,3,alternative_end,no,can,0,70,TRUE,9.3e-12,41,42,100,UNREL
LRP2,3_1,3_35,3,alternative_end,no,can,0,70,TRUE,9.4e-33,39,42,67,UNREL
LRP2,3_1,3_36,3,alternative_end,no,can,0,70,TRUE,1.7e-35,39,42,83,UNREL
LRP2,3_1,3_37,3,alternative_end,no,can,0,70,TRUE,5.1e-30,40,42,44,UNREL
LRP2,3_1,3_38,3,alternative_end,no,can,0,70,TRUE,9.6e-34,37,42,41,UNREL
LRP2,3_1,3_39,3,alternative_end,no,can,0,70,TRUE,8.8e-36,39,42,40,UNREL
LRP2,3_1,3_40,3,alternative_end,no,can,0,70,TRUE,5.5e-32,37,42,40,UNREL
LRP2,3_1,3_41,3,alternative_end,no,can,0,70,TRUE,2.2e-11,40,42,46,UNREL
LRP2,3_1,3_44,3,alternative_end,no,can,0,70,TRUE,1.3e-07,40,42,41,UNREL
LRP2,3_1,3_47,3,alternative_end,no,can,0,70,TRUE,7.3e-10,40,42,43,UNREL
LRP2,3_10,3_22,3,alternative_end,no,can,0,70,TRUE,6e-13,39,80,78,UNREL
LRP2,3_10,3_23,3,alternative_end,no,can,0,70,TRUE,3.9e-43,78,80,82,UNREL
LRP2,3_10,3_24,3,alternative_end,no,can,0,70,TRUE,1.6e-35,39,80,43,UNREL
LRP2,3_10,3_25,3,alternative_end,no,can,0,70,TRUE,1.8e-14,39,80,40,UNREL
LRP2,3_10,3_27,3,alternative_end,no,can,0,70,TRUE,8.2e-16,40,80,40,UNREL
LRP2,3_10,3_32,3,alternative_end,no,can,0,70,TRUE,7.2e-11,39,80,44,UNREL
LRP2,3_10,3_33,3,alternative_end,no,can,0,70,TRUE,7.6e-29,19,80,22,UNREL
LRP2,3_10,3_34,3,alternative_end,no,can,0,70,TRUE,8.2e-21,80,80,100,UNREL
LRP2,3_10,3_35,3,alternative_end,no,can,0,70,TRUE,3e-38,60,80,67,UNREL
LRP2,3_10,3_36,3,alternative_end,no,can,0,70,TRUE,1.1e-45,79,80,83,UNREL
LRP2,3_10,3_37,3,alternative_end,no,can,0,70,TRUE,4.5e-29,39,80,44,UNREL
LRP2,3_10,3_38,3,alternative_end,no,can,0,70,TRUE,4.6e-36,36,80,41,UNREL
LRP2,3_10,3_39,3,alternative_end,no,can,0,70,TRUE,4.8e-37,37,80,40,UNREL
LRP2,3_10,3_40,3,alternative_end,no,can,0,70,TRUE,2.7e-33,36,80,40,UNREL
LRP2,3_10,3_41,3,alternative_end,no,can,0,70,TRUE,8.8e-15,42,80,46,UNREL
LRP2,3_10,3_44,3,alternative_end,no,can,0,70,TRUE,3.6e-09,39,80,41,UNREL
LRP2,3_10,3_47,3,alternative_end,no,can,0,70,TRUE,1.3e-10,42,80,43,UNREL
LRP2,3_14,3_20,3,alternative_end,no,can,0,70,TRUE,3e-23,9,38,83,UNREL
LRP2,3_14,3_22,3,alternative_end,no,can,0,70,TRUE,4e-34,35,38,78,UNREL
LRP2,3_14,3_23,3,alternative_end,no,can,0,70,TRUE,1.7e-33,37,38,82,UNREL
LRP2,3_14,3_24,3,alternative_end,no,can,0,70,TRUE,2e-33,37,38,43,UNREL
LRP2,3_14,3_25,3,alternative_end,no,can,0,70,TRUE,2.1e-34,37,38,40,UNREL
LRP2,3_14,3_27,3,alternative_end,no,can,0,70,TRUE,2.6e-35,35,38,40,UNREL
LRP2,3_14,3_32,3,alternative_end,no,can,0,70,TRUE,1.5e-35,34,38,44,UNREL
LRP2,3_14,3_33,3,alternative_end,no,can,0,70,TRUE,5.3e-27,20,38,22,UNREL
LRP2,3_14,3_34,3,alternative_end,no,can,0,70,TRUE,1.2e-37,35,38,100,UNREL
LRP2,3_14,3_35,3,alternative_end,no,can,0,70,TRUE,3e-32,37,38,67,UNREL
LRP2,3_14,3_36,3,alternative_end,no,can,0,70,TRUE,1.2e-33,35,38,83,UNREL
LRP2,3_14,3_37,3,alternative_end,no,can,0,70,TRUE,4.8e-30,37,38,44,UNREL
LRP2,3_14,3_38,3,alternative_end,no,can,0,70,TRUE,7.2e-36,35,38,41,UNREL
LRP2,3_14,3_39,3,alternative_end,no,can,0,70,TRUE,9.8e-32,37,38,40,UNREL
LRP2,3_14,3_40,3,alternative_end,no,can,0,70,TRUE,3.6e-32,37,38,40,UNREL
LRP2,3_14,3_41,3,alternative_end,no,can,0,70,TRUE,7.3e-36,35,38,46,UNREL
LRP2,3_14,3_44,3,alternative_end,no,can,0,70,TRUE,7.5e-32,35,38,41,UNREL
LRP2,3_14,3_47,3,alternative_end,no,can,0,70,TRUE,8.7e-32,37,38,43,UNREL
LRP2,3_14,4_4,3,alternative_end,no,can,0,70,TRUE,1.7e-23,8,38,76,UNREL
LRP2,3_14,5_0,3,alternative_end,no,can,0,70,TRUE,1.4e-23,5,38,29,UNREL
LRP2,3_14,5_2,13,insertion,no,alt,0,1,FALSE,1.2e-23,5,38,9,UNREL
LRP2,3_14,6_0,3,alternative_end,no,can,0,70,TRUE,2.6e-23,7,38,81,UNREL
LRP2,3_14,7_0,1,deletion,no,can,0,1,FALSE,3.6e-23,17,38,70,UNREL
LRP2,3_14,7_3,3,alternative_end,no,can,0,70,TRUE,2.3e-23,5,38,78,UNREL
LRP2,3_14,7_4,3,alternative_end,no,can,0,70,TRUE,2e-23,14,38,61,UNREL
LRP2,3_14,8_4,3,alternative_end,no,can,0,70,TRUE,7.8e-24,8,38,56,UNREL
LRP2,3_14,9_0,3,alternative_end,no,can,0,70,TRUE,5.1e-24,14,38,63,UNREL
LRP2,3_15,3_20,3,alternative_end,no,can,0,70,TRUE,9.5e-24,21,40,83,UNREL
LRP2,3_15,3_22,3,alternative_end,no,can,0,70,TRUE,7.8e-31,38,40,78,UNREL
LRP2,3_15,3_23,3,alternative_end,no,can,0,70,TRUE,2.5e-31,38,40,82,UNREL
LRP2,3_15,3_24,3,alternative_end,no,can,0,70,TRUE,3.8e-31,38,40,43,UNREL
LRP2,3_15,3_25,3,alternative_end,no,can,0,70,TRUE,5.3e-34,36,40,40,UNREL
LRP2,3_15,3_27,3,alternative_end,no,can,0,70,TRUE,7.4e-32,36,40,40,UNREL
LRP2,3_15,3_32,3,alternative_end,no,can,0,70,TRUE,1.5e-31,37,40,44,UNREL
LRP2,3_15,3_33,3,alternative_end,no,can,0,70,TRUE,1.7e-26,21,40,22,UNREL
LRP2,3_15,3_34,3,alternative_end,no,can,0,70,TRUE,2.8e-31,38,40,100,UNREL
LRP2,3_15,3_35,3,alternative_end,no,can,0,70,TRUE,1.4e-29,22,40,67,UNREL
LRP2,3_15,3_36,3,alternative_end,no,can,0,70,TRUE,1.6e-31,36,40,83,UNREL
LRP2,3_15,3_37,3,alternative_end,no,can,0,70,TRUE,2.6e-31,39,40,44,UNREL
LRP2,3_15,3_38,3,alternative_end,no,can,0,70,TRUE,1.1e-31,36,40,41,UNREL
LRP2,3_15,3_39,3,alternative_end,no,can,0,70,TRUE,2.2e-31,38,40,40,UNREL
LRP2,3_15,3_40,3,alternative_end,no,can,0,70,TRUE,2.6e-31,38,40,40,UNREL
LRP2,3_15,3_41,3,alternative_end,no,can,0,70,TRUE,1e-29,36,40,46,UNREL
LRP2,3_15,3_44,3,alternative_end,no,can,0,70,TRUE,2.1e-28,39,40,41,UNREL
LRP2,3_15,3_47,3,alternative_end,no,can,0,70,TRUE,1.7e-32,38,40,43,UNREL
LRP2,3_15,4_3,3,alternative_end,no,can,0,70,TRUE,5e-23,6,40,96,UNREL
LRP2,3_15,4_4,3,alternative_end,no,can,0,70,TRUE,4.4e-24,8,40,76,UNREL
LRP2,3_15,6_0,3,alternative_end,no,can,0,70,TRUE,8.1e-24,22,40,81,UNREL
LRP2,3_15,7_4,3,alternative_end,no,can,0,70,TRUE,1.8e-23,14,40,61,UNREL
LRP2,3_15,7_7,3,alternative_end,no,can,0,70,TRUE,2.3e-23,12,40,58,UNREL
LRP2,3_15,7_8,3,alternative_end,no,can,0,70,TRUE,1.6e-23,12,40,75,UNREL
LRP2,3_15,8_3,3,alternative_end,no,can,0,70,TRUE,2.3e-23,12,40,63,UNREL
LRP2,3_15,8_4,3,alternative_end,no,can,0,70,TRUE,1.4e-23,5,40,56,UNREL
LRP2,3_15,9_0,3,alternative_end,no,can,0,70,TRUE,1.6e-23,5,40,63,UNREL
LRP2,3_16,3_22,3,alternative_end,no,can,0,70,TRUE,1.4e-08,45,65,78,UNREL
LRP2,3_16,3_23,3,alternative_end,no,can,0,70,TRUE,3.1e-32,60,65,82,UNREL
LRP2,3_16,3_24,3,alternative_end,no,can,0,70,TRUE,5.3e-33,40,65,43,UNREL
LRP2,3_16,3_25,3,alternative_end,no,can,0,70,TRUE,4.5e-14,40,65,40,UNREL
LRP2,3_16,3_27,3,alternative_end,no,can,0,70,TRUE,1.9e-12,40,65,40,UNREL
LRP2,3_16,3_32,3,alternative_end,no,can,0,70,TRUE,7.6e-12,40,65,44,UNREL
LRP2,3_16,3_33,3,alternative_end,no,can,0,70,TRUE,3e-28,19,65,22,UNREL
LRP2,3_16,3_34,3,alternative_end,no,can,0,70,TRUE,5e-16,59,65,100,UNREL
LRP2,3_16,3_35,3,alternative_end,no,can,0,70,TRUE,1.3e-35,46,65,67,UNREL
LRP2,3_16,3_36,3,alternative_end,no,can,0,70,TRUE,6.8e-37,61,65,83,UNREL
LRP2,3_16,3_37,3,alternative_end,no,can,0,70,TRUE,8.4e-30,42,65,44,UNREL
LRP2,3_16,3_38,3,alternative_end,no,can,0,70,TRUE,4.6e-32,37,65,41,UNREL
LRP2,3_16,3_39,3,alternative_end,no,can,0,70,TRUE,3.4e-32,39,65,40,UNREL
LRP2,3_16,3_40,3,alternative_end,no,can,0,70,TRUE,1.9e-32,39,65,40,UNREL
LRP2,3_16,3_41,3,alternative_end,no,can,0,70,TRUE,6.5e-11,43,65,46,UNREL
LRP2,3_16,3_44,3,alternative_end,no,can,0,70,TRUE,9.9e-06,21,65,41,UNREL
LRP2,3_16,3_47,3,alternative_end,no,can,0,70,TRUE,1.3e-07,43,65,43,UNREL
LRP2,3_17,3_22,3,alternative_end,no,can,0,70,TRUE,1.7e-06,21,61,78,UNREL
LRP2,3_17,3_23,3,alternative_end,no,can,0,70,TRUE,4e-32,51,61,82,UNREL
LRP2,3_17,3_24,3,alternative_end,no,can,0,70,TRUE,4.9e-33,20,61,43,UNREL
LRP2,3_17,3_25,3,alternative_end,no,can,0,70,TRUE,1.6e-05,40,61,40,UNREL
LRP2,3_17,3_27,3,alternative_end,no,can,0,70,TRUE,5.4e-12,17,61,40,UNREL
LRP2,3_17,3_32,3,alternative_end,no,can,0,70,TRUE,3.5e-06,38,61,44,UNREL
LRP2,3_17,3_33,3,alternative_end,no,can,0,70,TRUE,3.2e-25,21,61,22,UNREL
LRP2,3_17,3_34,3,alternative_end,no,can,0,70,TRUE,2.3e-12,60,61,100,UNREL
LRP2,3_17,3_35,3,alternative_end,no,can,0,70,TRUE,3.5e-34,57,61,67,UNREL
LRP2,3_17,3_36,3,alternative_end,no,can,0,70,TRUE,3.3e-31,59,61,83,UNREL
LRP2,3_17,3_37,3,alternative_end,no,can,0,70,TRUE,3.7e-27,40,61,44,UNREL
LRP2,3_17,3_38,3,alternative_end,no,can,0,70,TRUE,8.7e-31,16,61,41,UNREL
LRP2,3_17,3_39,3,alternative_end,no,can,0,70,TRUE,3.5e-31,18,61,40,UNREL
LRP2,3_17,3_40,3,alternative_end,no,can,0,70,TRUE,7.3e-28,18,61,40,UNREL
LRP2,3_17,3_41,3,alternative_end,no,can,0,70,TRUE,1.3e-08,18,61,46,UNREL
LRP2,3_17,3_44,3,alternative_end,no,can,0,70,TRUE,0.00011,41,61,41,UNREL
LRP2,3_17,3_47,3,alternative_end,no,can,0,70,TRUE,1.9e-05,19,61,43,UNREL
LRP2,3_19,3_2,3,alternative_end,alt,no,1,0,TRUE,4.5e-23,8,13,40,UNREL
LRP2,3_19,3_22,3,alternative_end,alt,can,1,70,TRUE,7.3e-05,13,13,78,MEX
LRP2,3_19,3_24,3,alternative_end,alt,can,1,70,TRUE,2.3e-23,6,13,43,MEX
LRP2,3_19,3_33,3,alternative_end,alt,can,1,70,TRUE,1.4e-23,6,13,22,MEX
LRP2,3_19,3_35,3,alternative_end,alt,can,1,70,TRUE,1.3e-23,8,13,67,MEX
LRP2,3_19,3_36,3,alternative_end,alt,can,1,70,TRUE,7.5e-24,10,13,83,MEX
LRP2,3_19,3_37,3,alternative_end,alt,can,1,70,TRUE,3.6e-23,6,13,44,MEX
LRP2,3_19,3_38,3,alternative_end,alt,can,1,70,TRUE,3.3e-23,9,13,41,MEX
LRP2,3_19,3_39,3,alternative_end,alt,can,1,70,TRUE,3.9e-23,8,13,40,MEX
LRP2,3_19,3_40,3,alternative_end,alt,can,1,70,TRUE,6.8e-24,6,13,40,MEX
LRP2,3_19,3_7,3,alternative_end,alt,no,1,0,TRUE,3e-23,6,13,20,UNREL
LRP2,3_19,3_9,3,alternative_end,alt,no,1,0,TRUE,2.4e-23,11,13,95,UNREL
LRP2,3_2,3_20,3,alternative_end,no,can,0,70,TRUE,1.9e-24,36,40,83,UNREL
LRP2,3_2,3_22,3,alternative_end,no,can,0,70,TRUE,1.5e-35,39,40,78,UNREL
LRP2,3_2,3_23,3,alternative_end,no,can,0,70,TRUE,5.2e-36,39,40,82,UNREL
LRP2,3_2,3_24,3,alternative_end,no,can,0,70,TRUE,5.2e-32,39,40,43,UNREL
LRP2,3_2,3_25,3,alternative_end,no,can,0,70,TRUE,6.4e-35,39,40,40,UNREL
LRP2,3_2,3_27,3,alternative_end,no,can,0,70,TRUE,2.5e-34,38,40,40,UNREL
LRP2,3_2,3_32,3,alternative_end,no,can,0,70,TRUE,4.1e-32,36,40,44,UNREL
LRP2,3_2,3_33,3,alternative_end,no,can,0,70,TRUE,4.8e-30,19,40,22,UNREL
LRP2,3_2,3_34,3,alternative_end,no,can,0,70,TRUE,5.4e-34,39,40,100,UNREL
LRP2,3_2,3_35,3,alternative_end,no,can,0,70,TRUE,4.4e-33,39,40,67,UNREL
LRP2,3_2,3_36,3,alternative_end,no,can,0,70,TRUE,2.4e-33,39,40,83,UNREL
LRP2,3_2,3_37,3,alternative_end,no,can,0,70,TRUE,1.3e-28,37,40,44,UNREL
LRP2,3_2,3_38,3,alternative_end,no,can,0,70,TRUE,4.2e-32,39,40,41,UNREL
LRP2,3_2,3_39,3,alternative_end,no,can,0,70,TRUE,3.7e-33,39,40,40,UNREL
LRP2,3_2,3_40,3,alternative_end,no,can,0,70,TRUE,1.8e-32,39,40,40,UNREL
LRP2,3_2,3_41,3,alternative_end,no,can,0,70,TRUE,1.4e-31,39,40,46,UNREL
LRP2,3_2,3_44,3,alternative_end,no,can,0,70,TRUE,4.2e-30,39,40,41,UNREL
LRP2,3_2,3_47,3,alternative_end,no,can,0,70,TRUE,1.6e-33,39,40,43,UNREL
LRP2,3_2,4_3,3,alternative_end,no,can,0,70,TRUE,1.8e-23,6,40,96,UNREL
LRP2,3_2,4_4,3,alternative_end,no,can,0,70,TRUE,1.6e-23,8,40,76,UNREL
LRP2,3_2,6_0,3,alternative_end,no,can,0,70,TRUE,1.3e-23,7,40,81,UNREL
LRP2,3_2,9_0,3,alternative_end,no,can,0,70,TRUE,7.2e-24,5,40,63,UNREL
LRP2,3_20,3_22,3,alternative_end,can,can,70,70,TRUE,0.00048,48,83,78,No
LRP2,3_20,3_23,3,alternative_end,can,can,70,70,TRUE,5.4e-24,12,83,82,No
LRP2,3_20,3_24,3,alternative_end,can,can,70,70,TRUE,1.2e-23,16,83,43,No
LRP2,3_20,3_33,3,alternative_end,can,can,70,70,TRUE,1.7e-24,20,83,22,No
LRP2,3_20,3_37,3,alternative_end,can,can,70,70,TRUE,5.4e-24,23,83,44,No
LRP2,3_20,3_38,3,alternative_end,can,can,70,70,TRUE,5.3e-24,10,83,41,No
LRP2,3_20,3_39,3,alternative_end,can,can,70,70,TRUE,9.8e-24,10,83,40,No
LRP2,3_20,3_40,3,alternative_end,can,can,70,70,TRUE,2.1e-23,15,83,40,No
LRP2,3_20,3_7,3,alternative_end,can,no,70,0,TRUE,5.8e-24,10,83,20,UNREL
LRP2,3_20,3_9,3,alternative_end,can,no,70,0,TRUE,5.2e-28,82,83,95,UNREL
LRP2,3_20,4_3,3,alternative_end,can,can,70,70,TRUE,5e-06,20,83,96,No
LRP2,3_20,6_0,3,alternative_end,can,can,70,70,TRUE,7.1e-07,46,83,81,No
LRP2,3_21,3_23,3,alternative_end,can,can,70,70,TRUE,6.4e-24,5,5,82,No
LRP2,3_21,3_35,3,alternative_end,can,can,70,70,TRUE,4.9e-23,5,5,67,No
LRP2,3_21,3_36,3,alternative_end,can,can,70,70,TRUE,6.1e-23,5,5,83,No
LRP2,3_21,3_38,3,alternative_end,can,can,70,70,TRUE,1.3e-23,5,5,41,No
LRP2,3_22,3_23,3,alternative_end,can,can,70,70,TRUE,1.4e-32,42,78,82,No
LRP2,3_22,3_24,3,alternative_end,can,can,70,70,TRUE,3.6e-31,41,78,43,No
LRP2,3_22,3_25,3,alternative_end,can,can,70,70,TRUE,5.8e-12,40,78,40,No
LRP2,3_22,3_27,3,alternative_end,can,can,70,70,TRUE,2.4e-13,40,78,40,No
LRP2,3_22,3_3,3,alternative_end,can,no,70,0,TRUE,4.7e-07,37,78,37,UNREL
LRP2,3_22,3_32,3,alternative_end,can,can,70,70,TRUE,4.4e-09,39,78,44,No
LRP2,3_22,3_33,3,alternative_end,can,can,70,70,TRUE,6.3e-29,21,78,22,No
LRP2,3_22,3_34,3,alternative_end,can,can,70,70,TRUE,2.3e-15,53,78,100,No
LRP2,3_22,3_35,3,alternative_end,can,can,70,70,TRUE,3.1e-30,59,78,67,No
LRP2,3_22,3_36,3,alternative_end,can,can,70,70,TRUE,4.9e-37,57,78,83,No
LRP2,3_22,3_37,3,alternative_end,can,can,70,70,TRUE,1.3e-29,41,78,44,No
LRP2,3_22,3_38,3,alternative_end,can,can,70,70,TRUE,4.8e-35,37,78,41,No
LRP2,3_22,3_39,3,alternative_end,can,can,70,70,TRUE,1.9e-34,38,78,40,No
LRP2,3_22,3_40,3,alternative_end,can,can,70,70,TRUE,1.9e-32,38,78,40,No
LRP2,3_22,3_41,3,alternative_end,can,can,70,70,TRUE,7.3e-13,46,78,46,No
LRP2,3_22,3_44,3,alternative_end,can,can,70,70,TRUE,1e-08,41,78,41,No
LRP2,3_22,3_47,3,alternative_end,can,can,70,70,TRUE,3.1e-10,43,78,43,No
LRP2,3_22,3_6,3,alternative_end,can,no,70,0,TRUE,1.5e-06,17,78,17,UNREL
LRP2,3_22,3_7,3,alternative_end,can,no,70,0,TRUE,3.8e-29,19,78,20,UNREL
LRP2,3_22,3_8,3,alternative_end,can,no,70,0,TRUE,2.5e-11,41,78,41,UNREL
LRP2,3_22,3_9,3,alternative_end,can,no,70,0,TRUE,3.4e-32,67,78,95,UNREL
LRP2,3_23,3_24,3,alternative_end,can,can,70,70,TRUE,4.5e-32,41,82,43,No
LRP2,3_23,3_25,3,alternative_end,can,can,70,70,TRUE,6.9e-31,37,82,40,No
LRP2,3_23,3_27,3,alternative_end,can,can,70,70,TRUE,2.9e-32,39,82,40,No
LRP2,3_23,3_3,3,alternative_end,can,no,70,0,TRUE,3.1e-28,37,82,37,UNREL
LRP2,3_23,3_32,3,alternative_end,can,can,70,70,TRUE,9e-30,37,82,44,No
LRP2,3_23,3_33,3,alternative_end,can,can,70,70,TRUE,6e-30,19,82,22,No
LRP2,3_23,3_34,3,alternative_end,can,can,70,70,TRUE,3.9e-43,79,82,100,No
LRP2,3_23,3_35,3,alternative_end,can,can,70,70,TRUE,7e-35,63,82,67,No
LRP2,3_23,3_36,3,alternative_end,can,can,70,70,TRUE,1.8e-42,76,82,83,No
LRP2,3_23,3_37,3,alternative_end,can,can,70,70,TRUE,7.6e-32,41,82,44,No
LRP2,3_23,3_38,3,alternative_end,can,can,70,70,TRUE,1.9e-35,37,82,41,No
LRP2,3_23,3_39,3,alternative_end,can,can,70,70,TRUE,4.1e-35,37,82,40,No
LRP2,3_23,3_40,3,alternative_end,can,can,70,70,TRUE,2.9e-31,37,82,40,No
LRP2,3_23,3_41,3,alternative_end,can,can,70,70,TRUE,1.1e-29,37,82,46,No
LRP2,3_23,3_44,3,alternative_end,can,can,70,70,TRUE,1.4e-31,40,82,41,No
LRP2,3_23,3_47,3,alternative_end,can,can,70,70,TRUE,9.6e-35,40,82,43,No
LRP2,3_23,3_6,3,alternative_end,can,no,70,0,TRUE,1.4e-26,16,82,17,UNREL
LRP2,3_23,3_7,3,alternative_end,can,no,70,0,TRUE,3.9e-30,17,82,20,UNREL
